Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
86,2356,475,343.0,406.0,10.363266220621949,63.1,6.379841115521917,227.30598
87,2356,859,254.0,430.0,8.909046356376177,63.1,4.973886732532308,227.30598
88,2356,191,350.0,452.0,2.526274251788532,63.1,6.693661030304462,227.30598
89,2356,1150,375.0,515.0,9.56231862461555,63.1,6.550588431198522,227.30598
90,2356,1142,370.0,510.0,3.8,63.1,1.2828476795321675,227.30598
91,2356,1018,364.0,531.0,2.1,63.1,4.664101470124429,227.30598
106,1222,48,302.0,335.0,12.0,63.1,3.91,356.69984
107,5075,48,312.0,327.0,10.0,63.1,3.71,230.38192
108,5388,48,315.0,333.0,11.0,63.1,3.88,225.3661
109,5392,48,311.0,333.0,8.0,63.1,3.82,225.3661
110,5380,48,316.0,336.0,9.0,63.1,4.13,224.37804
111,5378,48,347.0,352.0,2.0,63.1,4.65,320.58256
112,2818,819,411.0,472.0,1.26,63.1,4.916316713797262,741.1972
113,2820,819,375.0,490.0,2.74,63.1,1.2690097559612084,791.25708
114,2819,819,398.0,443.0,1.06,63.1,3.326043194143576,596.98416
116,2753,819,350.0,491.0,4.9,63.1,3.986825968571488,911.28604
117,2412,324,489.0,560.0,2.4,63.1,4.77815125,752.83944
118,2412,836,497.3451327,571.8681319,7.461248234166582,63.1,5.747324396486027,752.83944
119,2412,56,506.0,591.0,2.6,63.1,4.763427994,752.83944
120,2412,854,507.6696165,599.7802198,5.478857096027674,63.1,2.448289238030464,752.83944
121,2412,517,508.0,618.0,2.4,63.1,4.763427994,752.83944
122,2412,70,507.0,633.0,2.5,63.1,4.755874856,752.83944
123,2412,715,525.3687316,663.0769231,2.766375964041208,63.1,4.463600929854087,752.83944
124,3897,854,343.0,417.0,3.289,63.1,4.439332694,529.45446
125,3898,854,343.0,455.0,2.017,63.1,4.760874638,711.24792
126,3899,854,343.0,419.0,3.019,63.1,4.607883744,711.24792
127,754,854,343.0,463.0,1.228,63.1,4.897077003,937.82296
130,2566,819,580.0,623.0,3.87,63.1,2.007308831622855,846.95658
132,4151,1018,664.0,683.0,0.3544,63.1,4.591621038,284.40592
133,4151,70,655.0,672.0,0.3397,63.1,4.819346484,284.40592
134,4151,517,655.0,680.0,0.4618,63.1,5.049992857,284.40592
135,4151,1142,662.0,682.0,0.4731,63.1,4.819346484,284.40592
136,5226,70,374.0,479.0,7.5,63.1,4.37,300.36004
137,187,70,438.0,491.0,1.0,63.1,4.35,412.4948
138,6200,70,357.0,494.0,5.5,63.1,4.02,314.34316
139,6192,70,372.0,501.0,1.5,63.1,4.29,314.34316
140,6191,70,353.0,473.0,2.5,63.1,4.17,364.40304
141,6188,70,362.0,485.0,1.5,63.1,3.73,396.46904
143,6312,517,533.0,615.0,3.56,63.1,4.008600172,444.4928
144,2817,517,488.0,597.0,5.52,63.1,3.982723388,612.81536
145,904,517,437.0,509.0,1.66,63.1,4.033423755,486.52968
146,6314,324,427.0,465.0,9.118409014058852,63.1,4.08278537,338.36516
147,6314,819,435.0,483.0,9.23194787764755,63.1,3.977723605,338.36516
148,6314,854,437.0,490.0,8.949322267452388,63.1,4.004321374,338.36516
149,6314,51,432.0,485.0,9.079073928067109,63.1,3.977723605,338.36516
150,6312,324,497.0,594.0,6.329010614763593,63.1,3.994317153,444.4928
151,6312,819,517.0,606.0,6.189669372330766,63.1,4.071882007,444.4928
152,6312,854,527.0,611.0,11.313872840450768,63.1,4.158362492,444.4928
153,6312,51,520.0,609.0,3.3499240408629216,63.1,3.959041392,444.4928
154,2817,324,480.0,555.0,13.567128089879658,63.1,3.970811611,612.81536
155,2817,819,492.0,573.0,9.28559969430144,63.1,3.925312091,612.81536
156,2817,854,500.0,587.0,5.273604057502424,63.1,3.964730921,612.81536
157,2817,51,497.0,583.0,4.789506912111972,63.1,3.909556029,612.81536
158,904,324,432.0,486.0,8.525357387876003,63.1,4.029383778,486.52968
159,904,819,437.0,491.0,2.808171093424785,63.1,4.06069784,486.52968
160,904,854,439.0,497.0,5.054303284605721,63.1,4.045322979,486.52968
161,904,51,436.0,497.0,9.739227378721088,63.1,4.075546961,486.52968
162,6205,836,445.0,460.0,1.57,63.1,4.76,588.70432
163,6205,715,451.0,461.0,1.89,63.1,4.81,588.70432
164,6428,842,414.0,517.0,8.862,63.1,1.490907030845847,280.32604
165,6429,842,394.0,504.0,8.649,63.1,6.109451162767752,282.29816
168,6428,51,263.4761385053557,445.5082827165472,7.023,63.1,1.9994303072591209,280.32604
169,6429,51,351.0671296397924,334.54196670452967,8.377,63.1,2.718624104836336,282.29816
170,2139,1018,362.0,500.0,1.09,63.1,1.355473564434501,636.50068
171,2140,1018,349.0,482.0,1.4,63.1,5.315124027067832,644.56744
173,4576,1018,356.0,500.0,1.35,63.1,4.571872897853676,537.47962
174,4577,1018,353.0,487.0,0.84,63.1,3.230436120484344,288.25828
175,6243,1018,506.0,532.0,1.21,63.1,6.138432307756095,721.41292
178,3499,1018,655.0,690.0,3.6,63.1,5.355821159954096,526.63208
179,4134,1018,500.0,530.0,2.0,63.1,6.5916138179364,265.35886
180,6056,1018,494.0,519.0,4.1,63.1,2.7573421246227414,627.56198
181,1525,1018,651.0,672.0,1.0,63.1,5.012238844356787,941.15076
182,1633,610,502.0,510.0,5.7,63.1,4.262664046847705,389.16492
183,3377,517,460.0,505.0,2.5,63.1,3.441892667138537,350.44092
184,1396,1018,558.0,572.0,2.8,63.1,5.371240855465893,659.8453
185,4201,1018,548.0,562.0,0.3,63.1,5.231353531780136,615.7459
186,6232,1018,493.0,520.0,4.1,63.1,2.3691805849598526,461.33146
188,6026,1018,350.0,450.0,0.4,63.1,3.4114393111964723,631.43038
189,3601,1018,275.0,350.0,3.0,63.1,4.05334515920385,477.4215
190,409,517,280.0,375.0,1.05,63.1,2.1258606162846685,230.30916
191,798,1018,290.0,360.0,4.49,63.1,4.554809438516581,117.15058
192,6106,1018,290.0,380.0,11.34,63.1,1.439274946849514,135.1297
193,6126,1018,285.0,300.0,3.27,63.1,1.8312817102506305,181.19034
194,6093,1018,290.0,400.0,8.6,63.1,4.681363271653435,137.13758
195,787,610,355.0,400.0,5.1,63.1,2.891768334305976,178.2334
196,787,48,355.0,400.0,5.3,63.1,4.138844202192093,178.2334
201,4269,48,380.16840508222936,652.4308422169054,14.1,63.1,5.302761609609317,181.23734
209,3326,610,511.0501954430216,407.9677568182756,2.5,63.1,3.0443047050788423,442.5572
210,6608,1018,454.0,511.0,5.4,63.1,6.151353088815952,455.41958
211,6119,1018,458.0,535.0,5.7,63.1,5.826021680329629,428.35752
212,6609,1018,589.0,615.0,4.2,63.1,1.137309421897493,625.16426
213,798,1018,270.0,345.0,4.360916945315903,63.1,3.77815125,117.15058
214,5888,1018,542.9769790108872,350.0,3.6067532911714215,63.1,1.7834637084873333,142.16064
215,5984,1018,661.1024229151471,320.0,11.525191644501549,63.1,5.199996535727088,142.16064
216,5976,1018,305.0,405.0,9.1,63.1,3.903089987,142.16064
217,5963,1018,275.0,390.0,0.3,63.1,3.740362689,142.16064
218,5960,1018,285.0,375.0,0.6,63.1,4.017033339,142.16064
219,5975,1018,308.0,400.0,2.0,63.1,3.903089987,142.16064
222,5976,51,674.1664437824728,371.0,5.3,63.1,4.759965868837856,142.16064
223,5963,51,644.2968287759753,349.0,4.4,63.1,3.2537808113454574,142.16064
226,5888,56,281.595092,329.0,2.9,63.1,4.482860169,142.16064
227,5984,56,277.3006135,305.0,3.0,63.1,4.118778428,142.16064
228,5976,56,304.2944785,369.0,5.3,63.1,3.998979331,142.16064
229,5963,56,274.8466258,348.0,4.2,63.1,3.967187497,142.16064
230,5960,56,284.3558282,342.0,3.9,63.1,4.009079658,142.16064
231,5975,56,307.3619632,367.0,7.5,63.1,4.155920236,142.16064
232,5888,70,279.6875,330.0,0.9,63.1,4.431288241,142.16064
233,5984,70,276.25,313.0,1.8,63.1,4.038043354,142.16064
234,5976,70,302.8125,380.0,5.4,63.1,4.090749704,142.16064
235,5963,70,275.0,362.0,4.4,63.1,3.750801643,142.16064
236,5960,70,285.0,354.0,3.8,63.1,4.190134336,142.16064
237,5975,70,309.6875,378.0,8.0,63.1,4.069560405,142.16064
238,5888,201,594.5468711732456,332.0,11.533870326095682,63.1,3.3018109881167987,142.16064
241,5963,201,339.8357880069234,362.0,4.6,63.1,5.594816545339363,142.16064
244,5888,517,671.6346613606268,334.0,2.4659787321245767,63.1,4.724593239327453,142.16064
245,5984,517,257.0203269393702,314.0,10.24336137306987,63.1,3.973970859621984,142.16064
246,5976,517,481.5607079964963,387.0,5.7,63.1,6.495991497678565,142.16064
247,5963,517,411.4254012586389,364.0,4.3,63.1,6.753052493529998,142.16064
249,5975,517,467.586623095303,382.0,8.7,63.1,1.2644077386380406,142.16064
251,5984,610,277.06471683590405,314.0,11.753165179531862,63.1,5.516988379284549,142.16064
256,5976,1010,317.8244086606559,341.2345601621169,7.8,63.1,6.434939275204124,142.16064
260,5888,1141,394.8214195579123,339.0,2.390143267675489,63.1,2.0863413720158723,142.16064
261,5984,1141,262.0577467856594,314.0,5.123567118061653,63.1,2.3880365073380574,142.16064
264,5960,1141,658.7093549419321,364.0,0.8,63.1,2.874761949118807,142.16064
265,5975,1141,427.7223292233507,391.0,1.2,63.1,4.992905863597748,142.16064
267,5888,715,258.2181167945588,335.0,0.4,63.1,4.9905916784165445,142.16064
268,5984,715,377.05419435087,316.0,0.2,63.1,1.5197152198634705,142.16064
271,5960,715,614.8557580933086,363.0,4.3,63.1,6.356382449455968,142.16064
272,5975,715,349.55728124501115,391.0,14.5,63.1,2.910227565552983,142.16064
273,5976,1176,519.1506990830791,624.5732888667513,9.3,63.1,5.776221900887874,142.16064
274,5963,1176,570.4960477979669,373.8131169269169,0.4,63.1,5.277095942603077,142.16064
276,5975,1176,475.8478142155546,639.8790489968997,2.3,63.1,3.987816202664739,142.16064
280,3407,531,355.3255937282618,745.8631084893734,4.45,63.1,1.3957576642325105,318.37492
283,3407,263,650.4718114612506,467.12279504522496,4.4,63.1,2.788871510860421,318.37492
286,3407,411,376.2047351087925,486.9187768350125,3.95,63.1,6.567769974743455,318.37492
287,3407,439,383.0154186845165,793.6637441931382,3.91,63.1,1.968141112279736,318.37492
296,6367,1321,380.0,600.8929729509358,0.26,63.1,3.819543936,212.27152
299,6367,191,431.2666078754206,795.2391155036657,0.5,63.1,4.071345666518973,212.27152
301,6367,201,377.0,504.9510357874208,3.1,63.1,3.72427587,212.27152
302,6367,610,378.0,384.1964076670962,4.8,63.1,3.763427994,212.27152
303,6367,1150,382.0,781.1667996789099,8.0,63.1,3.73239376,212.27152
304,2224,70,401.0,527.8855955155302,0.07,63.1,3.733197265,298.36116
306,2224,517,614.1432510818245,266.4330794227626,1.7,63.1,6.271973260743187,298.36116
307,2224,610,402.0,775.0372298669283,2.55,63.1,3.758154622,298.36116
308,2224,1150,605.5421700071175,741.3393582443434,4.6,63.1,5.535230615148796,298.36116
309,4535,48,408.0,446.0,0.064,63.1,1.111300127383028,368.3838
310,4535,1321,418.0,464.0,0.201,63.1,6.526340583140673,368.3838
311,4535,70,418.0,538.0,0.376,63.1,6.120073395610822,368.3838
312,4535,610,420.0,560.0,0.148,63.1,5.934048039434348,368.3838
313,4535,566,430.0,542.0,0.194,63.1,3.54833781386538,368.3838
314,4535,715,429.0,549.0,0.196,63.1,3.083000972519342,368.3838
316,6094,531,578.8548906730465,556.7078300521682,10.8,63.1,3.636776547486748,94.11664
317,6094,517,302.0583402158708,313.69920064100137,5.1,63.1,2.825572682880181,94.11664
329,6095,1018,445.10943987614826,315.58711768055485,11.2,63.1,1.244639013812902,95.12458
330,1345,610,313.0,506.41581897408406,11.847309693364032,63.1,5.5355003155022695,276.41832
331,1345,531,313.5,408.2311366356636,9.287706554597344,63.1,4.395299064553667,276.41832
333,1345,324,313.5,389.3060364227715,11.159226299896993,63.1,3.1503088838436337,276.41832
334,1345,439,315.2,556.3777332702914,1.5,63.1,2.479313296445953,276.41832
335,1345,339,315.3,600.4481294298344,3.1,63.1,6.518554289715531,276.41832
337,1345,842,319.6,384.4150073794731,3.675257403139568,63.1,4.899580380722937,276.41832
339,1346,610,318.6,347.626585768248,1.3,63.1,6.513081759517698,276.41832
341,1346,517,319.2,791.8885947739732,11.924221385657832,63.1,2.0285821842325698,276.41832
342,1346,324,318.9,696.2701670148222,4.5,63.1,2.0884170451817696,276.41832
343,1346,439,320.6,623.0094068184611,2.5,63.1,3.1176786656130573,276.41832
348,6536,324,368.0,493.0,3.1978395658538505,63.1,1.8977167676446416,507.54374
349,6536,836,376.0,541.0,2.82,63.1,6.693121731044228,507.54374
350,6536,819,376.0,558.0,6.83,63.1,1.2700962705165562,507.54374
351,6536,531,369.0,585.0,6.6,63.1,4.374875070786196,507.54374
352,6536,51,374.0,662.0,2.01,63.1,2.1935859347256748,507.54374
353,6536,529,371.0,654.0,1.49,63.1,1.9008933769405272,507.54374
354,6536,854,379.0,685.0,0.79,63.1,2.5990204987084384,507.54374
355,6042,324,395.0,512.0,1.41,63.1,1.88520077283212,299.32822
356,6042,836,415.0,562.0,6.23,63.1,5.890325943250457,299.32822
357,6042,819,417.0,599.0,3.97,63.1,5.895441148653158,299.32822
358,6042,531,433.0,643.0,0.5,63.1,1.988133957545796,299.32822
359,6042,51,443.0,711.0815241785176,12.074192642099296,63.1,2.27781221178301,299.32822
360,6042,529,434.0,472.10116478430007,4.728113346088427,63.1,4.853685098122805,299.32822
361,6042,854,419.0,695.0,4.368833166225556,63.1,3.778041376118858,299.32822
362,6339,324,442.0,529.0,5.51,63.1,1.2113558923369638,451.52374
363,6339,836,457.0,588.0,8.82,63.1,6.699596519172887,451.52374
364,6339,819,454.0,615.0,6.79,63.1,2.451650584761734,451.52374
365,6339,531,443.0,645.0,2.81,63.1,5.804938506048456,451.52374
366,6339,51,447.0,713.0,7.316055695228851,63.1,1.1034216465425213,451.52374
367,6339,529,446.0,699.0,0.15,63.1,6.28030174563598,451.52374
368,6339,854,459.0,655.5803013302543,12.552693476984697,63.1,1.6323464086599118,451.52374
369,2134,324,457.0,542.0,6.89,63.1,5.85691657632736,479.5775
370,2134,836,474.0,610.0,9.25,63.1,1.4379012327567808,479.5775
371,2134,819,470.0,635.0,5.75,63.1,6.669601237340873,479.5775
372,2134,531,459.0,680.0,1.27,63.1,1.1844193629136126,479.5775
373,2134,51,463.0,335.2686141491834,11.730013265818066,63.1,1.7967462075228458,479.5775
376,5038,324,468.0,571.0,7.04,63.1,3.1627558860796,511.5755
377,5038,836,483.0,646.0,5.94,63.1,2.40812156941682,511.5755
378,5038,819,481.0,679.0,1.09,63.1,2.596921302596595,511.5755
379,5038,531,472.0,720.0,7.873113912375724,63.1,3.4904427752014566,511.5755
382,5038,854,485.0,631.6298371873397,13.311964725530895,63.1,6.7309779089457,511.5755
383,1625,70,497.0,508.0,3.81,63.1,3.757936528930347,324.18086
384,1625,191,498.0,509.0,3.65,63.1,3.023798990828816,324.18086
385,1625,71,499.0,511.0,3.39,63.1,4.0674913799984935,324.18086
386,1625,529,498.0,510.0,3.98,63.1,3.177106727117593,324.18086
387,1625,51,500.0,512.0,3.73,63.1,1.844959334213605,324.18086
388,1625,324,501.0,511.0,3.37,63.1,1.20340614049276,324.18086
389,1625,610,498.0,510.0,3.9,63.1,4.2931256138311085,324.18086
390,5233,70,499.0,512.0,2.597282675160422,63.1,2.6087821961550937,354.20674
391,5233,191,501.0,513.0,2.9064474800171824,63.1,2.4526311489943824,354.20674
392,5233,71,502.0,514.0,6.188741546801234,63.1,5.999009583317992,354.20674
393,5233,529,502.0,514.0,9.104414977922865,63.1,2.268193594846183,354.20674
394,5233,51,503.0,516.0,6.42,63.1,5.506611060000247,354.20674
395,5233,324,504.0,516.0,5.78,63.1,6.257811634233667,354.20674
396,5233,610,500.0,514.0,6.934443561640441,63.1,4.941526537410838,354.20674
397,5209,70,500.0,513.0,11.527441717041116,63.1,1.896739976014124,384.23262
398,5209,191,503.0,516.0,3.2455716215334527,63.1,3.060858659454941,384.23262
399,5209,71,505.0,520.0,2.3709916432401235,63.1,6.579716134126873,384.23262
400,5209,529,504.0,520.0,10.759035744242116,63.1,1.1026976714057275,384.23262
401,5209,51,506.0,520.0,5.77,63.1,3.0171197248837416,384.23262
402,5209,324,507.0,519.0,6.26,63.1,4.504333819909206,384.23262
403,5209,610,503.0,518.0,9.12175079795009,63.1,5.12512459148414,384.23262
404,4580,70,501.0,513.0,8.113916150434438,63.1,4.194304311454532,414.2585
405,4580,191,503.0,515.0,2.5182827708462665,63.1,3.5560576942878885,414.2585
406,4580,71,505.0,517.0,10.6952197339949,63.1,5.322926747464064,414.2585
407,4580,529,503.0,511.0,10.554594185231256,63.1,5.709366720132115,414.2585
408,4580,51,506.0,517.0,5.7,63.1,2.968343742118304,414.2585
409,4580,324,505.0,520.0,6.35,63.1,4.917729559724917,414.2585
410,4580,610,503.0,515.0,13.453698173394235,63.1,5.59917689548304,414.2585
411,105,326,360.0,382.0,5.755056370135367,63.1,3.049778599259126,372.4698
412,105,56,356.0,436.0,1.32,63.1,2.974565538687834,372.4698
413,105,70,350.0,492.0,2.52,63.1,2.2852222902361428,372.4698
414,105,610,353.0,496.0,7.460012738902805,63.1,3.664669487003167,372.4698
415,4021,326,383.0,446.0,8.880015322940618,63.1,4.266381314308491,250.34392
416,4021,56,392.0,488.0,0.11,63.1,2.5331568345376576,250.34392
417,4021,70,392.0,540.0,0.18,63.1,3.773187992290573,250.34392
418,4021,610,394.0,551.0,9.255372503350577,63.1,3.0926286924425823,250.34392
419,106,326,393.0,472.0,2.9233443087675703,63.1,6.370517593317823,374.48568
420,106,56,395.0,481.0,1.24,63.1,1.1374445135877749,374.48568
421,106,70,396.0,534.0,1.82,63.1,5.430246434767828,374.48568
422,106,610,399.0,540.0,13.543612572389586,63.1,6.554204528105919,374.48568
423,104,326,403.0,442.0,11.290023683035786,63.1,6.017000074428113,302.41968
424,104,56,413.0,518.0,0.25,63.1,3.7668080438799487,302.41968
425,104,70,413.0,569.0,0.57,63.1,5.415500364503605,302.41968
426,104,610,419.0,583.0,8.382207849578288,63.1,6.4646356365362605,302.41968
427,6070,442,455.0,540.0,6.965026196731305,63.1,4.853511739417714,267.33022
428,919,442,453.0,471.0,8.843202931871158,63.1,6.49924600775569,309.3671
429,3886,442,443.0,475.0,6.90478779875962,63.1,6.592783019801796,415.28228
430,5250,442,443.0,477.0,12.838173726850291,63.1,3.078071702400382,410.8631
431,5254,442,442.0,477.0,8.82036555177781,63.1,2.6138920536530086,406.44392
432,3889,442,443.0,476.0,9.042435191338926,63.1,2.457722671239201,471.94992
433,661,442,444.0,486.0,9.156107353758232,63.1,5.200806388905971,528.61756
434,6070,56,464.0,549.0,5.59421447368001,63.1,3.688974583742159,267.33022
435,919,56,447.0,471.0,5.201704477897687,63.1,5.252175324762135,309.3671
436,3886,56,446.0,472.0,6.990384739681467,63.1,3.057609943675177,415.28228
437,5250,56,443.0,479.0,13.408089441160724,63.1,5.188647679603056,410.8631
438,5254,56,443.0,478.0,9.179629495716778,63.1,4.295394107088781,406.44392
439,3889,56,444.0,478.0,10.583592877268812,63.1,4.653267591594786,471.94992
440,661,56,444.0,487.0,9.156065073487152,63.1,5.591855452537383,528.61756
441,6070,529,463.0,555.0,5.1,63.1,2.8522096609416607,267.33022
442,919,529,451.0,471.0,3.8,63.1,4.42521853446955,309.3671
443,3886,529,442.0,469.0,2.6407041960493007,63.1,1.7449045189693733,415.28228
444,5250,529,442.0,477.0,3.5,63.1,1.5888620320032143,410.8631
445,5254,529,441.0,477.0,3.5,63.1,3.3751828814019014,406.44392
446,3889,529,442.0,475.0,3.4,63.1,6.510082126657824,471.94992
447,661,529,443.0,488.0,3.6,63.1,2.3811980656769256,528.61756
448,6070,70,468.0,564.0,5.601195726205739,63.1,2.962027860490646,267.33022
449,919,70,441.0,471.0,10.237018565517149,63.1,5.693298380587537,309.3671
450,3886,70,443.0,475.0,13.322530425664826,63.1,3.6777034714527,415.28228
451,5250,70,444.0,482.0,8.339385651143102,63.1,3.9768542473696233,410.8631
452,5254,70,444.0,479.0,10.848329421943532,63.1,3.530014788979851,406.44392
453,3889,70,442.0,477.0,5.87211757087947,63.1,6.242602448330028,471.94992
454,661,70,444.0,492.0,3.600605426040536,63.1,5.977343619037245,528.61756
461,3729,715,460.0,519.0,7.34,63.1,4.198657087,460.48456
462,3725,715,471.0,547.0,7.07,63.1,4.204119983,485.49462
463,3724,715,480.0,557.0,6.5,63.1,4.123851641,510.50468
464,3728,715,516.0,601.0,6.7,63.1,4.507855872,543.61802
465,3727,715,540.0,603.0,3.45,63.1,4.654176542,626.75148
466,3726,715,541.0,654.0,3.72,63.1,4.626340367,568.62808
467,3729,70,454.0,512.0,6.7,63.1,4.283301229,460.48456
468,3725,70,464.0,538.0,5.78,63.1,4.227886705,485.49462
469,3724,70,473.0,549.0,6.67,63.1,4.28780173,510.50468
470,3728,70,500.0,587.0,2.7,63.1,4.549003262,543.61802
471,3727,70,523.0,590.0,3.7,63.1,4.703291378,626.75148
472,3726,70,524.0,638.0,3.57,63.1,4.541579244,568.62808
473,3729,819,462.0,520.0,5.93,63.1,4.267171728,460.48456
474,3725,819,472.0,544.0,4.24,63.1,4.353531559,485.49462
475,3724,819,482.0,558.0,6.48,63.1,4.247973266,510.50468
476,3728,819,499.0,563.0,4.0,63.1,4.544068044,543.61802
477,3727,819,520.0,575.0,3.2,63.1,4.64738297,626.75148
478,3726,819,527.0,603.0,4.41,63.1,4.562292864,568.62808
479,2853,842,609.0,640.0,9.7,63.1,3.29357101917184,781.04392
480,927,842,610.0,640.0,9.6,63.1,3.086288783267161,732.73736
481,5281,842,610.0,640.0,9.6,63.1,5.137845903931424,764.82288
482,5282,842,610.0,640.0,10.4,63.1,5.061732837179395,880.98216
483,2853,610,604.0,642.0,7.8,63.1,6.041004526230505,781.04392
484,927,610,604.0,641.0,8.0,63.1,4.349506661340825,732.73736
485,5281,610,604.0,641.0,8.2,63.1,2.0944017170392435,764.82288
486,5282,610,605.0,642.0,8.4,63.1,2.4842486167611284,880.98216
487,927,1018,622.0,657.0,4.4,63.1,1.258079326595854,732.73736
488,5281,1018,621.0,658.0,4.3,63.1,1.453354796651522,764.82288
489,5282,1018,623.0,655.0,4.4,63.1,6.57140295128242,880.98216
494,853,1141,512.0,562.0,8.7,63.1,3.2567695696188146,500.21446
496,852,1141,512.0,560.0,8.5,63.1,4.299494629062612,600.22846
498,5258,1141,518.0,558.0,4.745751835445711,63.1,4.565328000157203,146.53682
500,2956,842,378.0,472.0,0.86002868,63.1,4.327,413.53962
501,2972,842,371.0,465.0,1.91614,63.1,4.155,363.47974
502,2966,842,395.0,495.0,0.014276342,63.1,4.344,642.81772
503,2974,842,390.0,484.0,3.511448036,63.1,3.975,421.51562
504,2973,842,416.0,502.0,0.46236,63.1,4.421,700.8536
505,2968,842,385.0,482.0,5.469160575,63.1,4.196,377.50662
506,2970,842,407.0,503.0,3.885,63.1,3.987,393.50562
507,2969,842,374.0,482.0,0.009275904,63.1,4.556,397.9248
508,2971,842,363.0,270.5317639866354,2.3052815172607417,63.1,3.796,408.4768
509,2967,842,409.0,534.0,0.564,63.1,4.555,445.60562
510,2965,842,428.0,542.0,0.53479,63.1,4.179,724.9436
